g1,g2,b1,b2,exp_val
"[0.16274015998325506, 1.2891850934325684]","[0.6863074882076441, 0.41073415063599883]",9.091635598385446
"[1.2835245661288028, 0.8703060729539293]","[0.35070111384217595, 0.29066807704835296]",8.476555534749323
"[0.5306744347280057, 1.0288008374593602]","[0.30296400024708775, 0.36444361624076194]",9.708624272766425
"[0.22500596032467438, 0.2858566288401524]","[0.14818002586301407, 0.09321001626867015]",9.756655868677298
"[0.191042796502082, 1.048612683022539]","[0.07946751387008416, 0.19953358745773012]",9.332391255722076
"[0.5660527303765392, 0.9622896416401169]","[0.6602690626103233, 0.5336933826233471]",9.12959375131909
"[1.519851581061008, 1.0415370238928323]","[0.203150035457358, 0.4280931010342127]",8.089373207095628
"[1.2184285021355008, 1.0387067602409497]","[0.1532430530624931, 0.1959171394581022]",8.758206130141152
"[1.1604080972719055, 0.9368172687731726]","[0.6494197186114395, 0.5279070658239425]",8.24775943067713
"[0.6212428715882519, 1.1363508562309028]","[0.31887637144545045, 0.6421868226121838]",7.309699199567932
"[0.7033205174928501, 0.48255995264599977]","[0.2573967554517763, 0.4664274498302684]",7.926450786198731
"[1.1264449334493132, 1.137765988056844]","[0.281988601849246, 0.32610926744470625]",8.848790470985966
"[0.32123492448868607, 0.40048230674140156]","[0.5987894466166491, 0.7832282945976715]",7.499579993270862
"[0.21510003754308493, 0.5759586531581288]","[0.27330912665013907, 0.3449147970427713]",10.126787565326271
"[0.40189743856734295, 1.0047435964183573]","[0.7116226242050393, 0.3463613762426224]",10.103723535507628
"[1.5538147448836004, 1.137765988056844]","[0.6226580034141932, 0.2573967554517763]",8.144168962852246
"[0.8986087094727562, 0.3835007248301054]","[0.22195556505542302, 0.10333607066762823]",9.810421593349618
"[0.30991386988115527, 0.8335126454794541]","[0.3210462402452272, 0.7752721089984902]",5.781780960883978
"[0.5108625891648267, 0.9934225418108266]","[0.19664042905802778, 0.5864935234179143]",7.84362379010139
"[0.25896912414726675, 0.690584331059378]","[0.45051507863190565, 0.6241045826140443]",7.582002517460322
"[0.9042692367765216, 0.7868132952233896]","[0.6139785282150862, 0.35070111384217595]",9.038807305883257
"[1.4816430217605916, 0.8703060729539293]","[0.4346027074335429, 0.6096387906155328]",8.181967185721213
"[0.23491188310626382, 1.389659453074404]","[0.3203229506453016, 0.30658044824671565]",9.628465281984946
"[1.2339949522208558, 1.1038028242342517]","[0.4280931010342127, 0.2783721538496181]",8.798343021406064
"[0.625488267066076, 1.2608824569137413]","[0.7774419777982668, 0.6494197186114395]",7.583795644529679
"[0.812285668090334, 0.7132264402744396]","[0.3702299330401665, 0.5539454914212633]",7.808847947359388
"[1.0514429466744217, 0.4740691616903517]","[0.7825050049977459, 0.7420007874019136]",6.919464579239439
"[0.2759507060585629, 0.4556724479531142]","[0.08019080347000973, 0.31887637144545045]",10.280640397676619
"[0.9679501689438822, 0.3283105836183928]","[0.18434450585929296, 0.09971962266800034]",9.600311843701702
"[0.25755399232132536, 1.276448906999096]","[0.6378470850126303, 0.5206741698246867]",8.4424709295987
"[0.8575698865204571, 0.5844494441137769]","[0.328279136244483, 0.7817817153978204]",6.791554561042398
"[0.8207764590459821, 0.8476639637388677]","[0.3275558466445574, 0.369506643440241]",9.155424811067833
"[1.543908822102011, 0.9085146322543456]","[0.1539663426624187, 0.17132529306063254]",8.248176006325037
"[0.6665270900183751, 0.20094871928367145]","[0.39409848983771056, 0.4917425858276636]",6.068434110241695
"[0.22076056484685033, 0.6169974761104279]","[0.23497477785408344, 0.689923936207272]",6.648241696858026
"[0.23491188310626382, 0.39340664761169486]","[0.27330912665013907, 0.3073037378466412]",10.124187099210406
"[0.19245792832802336, 0.4684086343865863]","[0.5062083778261751, 0.2675228098507344]",10.04114627059897
"[0.844833700086985, 1.3670173438593425]","[0.342021638643069, 0.6277210306136722]",7.4478344130470155
"[0.7995494816568618, 0.5151079846426507]","[0.1959171394581022, 0.6009593154164259]",7.189023263357822
"[0.49105074360164785, 0.7457744722710906]","[0.38686559383845476, 0.30296400024708775]",10.037401025613995
"[0.25047833319161866, 1.0755001877154249]","[0.6725649858090581, 0.7007732802061556]",6.690900777592778
"[0.779737636093683, 1.5382482947982457]","[0.3912053314380083, 0.2458241218529671]",10.054486558127484
"[1.0712547922376006, 1.0415370238928323]","[0.09827304346814919, 0.3384051906434411]",8.573873731543616
"[0.9721955644217063, 0.6495455081070789]","[0.5778140482188073, 0.45340823703160793]",8.208011037399837
"[0.22925135580249842, 1.2467311386543278]","[0.458471264231087, 0.15541292186226985]",10.151084601202513
"[0.4443513933455834, 1.0684245285857181]","[0.523567328224389, 0.11418541466651191]",10.298290764621974
"[1.4646614398492954, 1.3033364116919819]","[0.3774628290394223, 0.388312173038306]",8.190424310430494
"[1.2339949522208558, 1.3358844436886328]","[0.7217486786039974, 0.33261887384403643]",8.314015617508844
"[1.5028699991497119, 0.36227374744098517]","[0.38324914583882685, 0.6255511618138955]",8.211905719130018
"[0.29717768344768314, 1.3839989257706387]","[0.28922149784850176, 0.07078803867097723]",9.978924143622088
"[0.5377500938577123, 1.2821094343028616]","[0.37529296023964553, 0.5409262786226029]",8.181286347310499
"[1.166068624575671, 0.7019053856669087]","[0.5474358850219331, 0.46787402903011954]",8.124951371163307
"[0.30283821075144857, 1.3429601028183396]","[0.39337520023778505, 0.3022407106471622]",10.024840518025904
"[0.41746388865269773, 0.849079095564809]","[0.28994478744842733, 0.5025919298265473]",8.446687344651291
"[0.6127520806326039, 1.5368331629723042]","[0.6414635330122582, 0.5040385090263985]",7.797699521441073
"[0.27736583788450425, 0.7938889543530964]","[0.7767186881983413, 0.20748977305691146]",9.799416833714048
"[0.5094474573388854, 0.2816112333623283]","[0.6465265602117373, 0.5727510210193283]",7.1892297399484155
"[1.2170133703095596, 1.1957863929204393]","[0.41869033623518026, 0.4874028482281101]",8.340382325192683
"[0.8717212047798706, 0.9863468826811198]","[0.48161653142870553, 0.27981873304946925]",9.7539827425151
"[0.3863309884819881, 1.1122936151898997]","[0.4266465218343616, 0.7680392129992344]",5.871327475513485
"[0.564637598550598, 0.28019610153638697]","[0.09754975386822361, 0.30513386904686446]",10.056511748332719
"[1.0953120332786037, 0.20660924658743685]","[0.7853981633974483, 0.17711160986003718]",5.5806161595866834
"[1.0330462329371843, 1.222673897613325]","[0.4874028482281101, 0.27041596825043673]",9.380433888651641
"[1.5608904040133071, 1.2976758843882163]","[0.17060200346070697, 0.3101968962463435]",8.153221267750968
"[0.20519411476149552, 1.292015357084451]","[0.7477871042013182, 0.263183072251181]",9.26462663705512
"[0.2603842559732081, 0.9566291143363514]","[0.62482787221397, 0.7687625025991599]",5.970313830698012
"[0.35944348378910246, 0.9438929279028794]","[0.39626835863748733, 0.551052333021561]",8.131374517187659
"[0.8773817320836359, 1.376923266640932]","[0.5597318082206679, 0.07729764507030742]",8.958416449421494
"[0.7316231540116771, 0.33963163822592357]","[0.7492336834011694, 0.309473606646418]",6.28790279092006
"[1.0924817696267208, 0.27878096971044564]","[0.5669647042199237, 0.08597712026941437]",7.764466356524788
"[0.7726619769639762, 1.174559415531319]","[0.0946565954685213, 0.6327840578131513]",8.176356037674896
"[0.312744133533038, 0.2717053105807389]","[0.5980661570167235, 0.5134412738254309]",7.810879353887135
"[0.18962766467614067, 0.8335126454794541]","[0.694986963406751, 0.15541292186226985]",9.88335413764101
"[0.3764250657003987, 1.5623055358392486]","[0.6797978818083138, 0.06427843227164702]",8.476474509237764
"[0.8080402726125099, 0.5745435213321874]","[0.7014965698060812, 0.5134412738254309]",8.210826031141597
"[0.658036299062727, 0.6863389355815539]","[0.0845305410695632, 0.10188949146777708]",9.415000158881616
"[0.7655863178342694, 0.8929481821689907]","[0.20748977305691146, 0.6515895874112163]",7.509169030654723
"[1.1420113835346681, 1.5651357994911312]","[0.1604759490617489, 0.4172437570353291]",8.564378632050708
"[1.324563389081102, 0.42029415230458045]","[0.6682252482095046, 0.37456967063972]",6.913641294357566
"[1.3825837939446972, 0.816531063568158]","[0.3109201858462691, 0.17421845146033488]",8.394452980633098
"[0.3014230789255072, 1.3472054982961637]","[0.5279070658239425, 0.40711770263637104]",9.359134884116399
"[1.2056923157020287, 0.7585106587045627]","[0.5076549570260264, 0.12358817946554441]",8.578529752117747
"[1.1349357244049614, 1.1773896791832017]","[0.3246626882448551, 0.4382191554331708]",8.485661689038889
"[1.4858884172384157, 0.20660924658743685]","[0.16336910746145122, 0.12575804826532117]",8.28495837535381
"[0.6736027491480818, 0.7981343498309205]","[0.11346212506658632, 0.6067456322158304]",7.82398519588564
"[0.5193533801204748, 1.0825758468451314]","[0.7145157826047416, 0.6834143298079417]",7.188557704573567
"[0.5377500938577123, 0.727377758533853]","[0.5539454914212633, 0.08380725146963763]",9.58247047012034
"[0.4330303387380526, 1.3061666753438645]","[0.6429101122121094, 0.14962660506286524]",9.503637066348885
"[0.6608665627146096, 1.0330462329371843]","[0.2979009730476087, 0.6284443202135979]",7.45127249220057
"[0.2603842559732081, 0.6467152444551962]","[0.6197648450144909, 0.09321001626867015]",9.551550347754503
"[0.9523837188585275, 0.9566291143363514]","[0.39626835863748733, 0.5438194370223052]",8.294123750936514
"[1.5651357994911312, 0.6240731352401345]","[0.6826910402080162, 0.5980661570167235]",7.146185941326423
"[1.161823229097847, 1.381168662118756]","[0.37239980183994326, 0.49680561302714266]",8.217518410864342
"[1.2155982384836181, 0.564637598550598]","[0.760083027400053, 0.6776280130085371]",6.381799845035826
"[1.433528539678586, 1.381168662118756]","[0.7810584257978948, 0.24220767385333922]",7.955170983154278
"[1.393904848552228, 0.9085146322543456]","[0.1836212162593674, 0.6580991938105465]",8.016556492360866
"[0.30849873805521394, 1.3486206301221049]","[0.38614230423852924, 0.7058363074056346]",6.878878774825649
"[0.7967192180049791, 0.8703060729539293]","[0.6168716866147885, 0.45774797463116146]",9.376351221960743
"[1.5028699991497119, 0.36227374744098517]","[0.28632833944879943, 0.11056896666688401]",8.248363063115255
"[0.9693653007698236, 0.7075659129706742]","[0.30296400024708775, 0.06283185307179587]",9.745699395980228
"[1.4915489445421812, 1.0429521557187738]","[0.2689693890505856, 0.5553920706211145]",8.025908265809484
"[1.1420113835346681, 0.18962766467614067]","[0.11418541466651191, 0.6653320898098023]",7.308483071630882
"[1.430698276026703, 0.7585106587045627]","[0.21761582745586955, 0.45051507863190565]",8.038239263801827
"[1.1802199428350846, 1.365602212033401]","[0.671118406609207, 0.6241045826140443]",7.9879745613321855
"[1.072669924063542, 1.4207923532451137]","[0.602405894616277, 0.22701859225490206]",8.683018370744227
"[0.8052100089606272, 0.38774612030792943]","[0.43894244503309643, 0.5315235138235704]",6.632069772440796
"[0.8632304138242225, 1.2906002252585096]","[0.13154436506472578, 0.6559293250107697]",8.035079291496556
"[0.24764806953973595, 0.7783225042677415]","[0.583600365018212, 0.2552268866519996]",10.459189494783901
"[0.22359082849873302, 0.5066171936870028]","[0.22701859225490206, 0.5843236546181375]",7.944216903130747
"[0.5179382482945335, 0.44718165699746604]","[0.11563199386636305, 0.746340525001467]",5.8785396434241735
"[0.3311408472702755, 0.9778560917254717]","[0.34708466584254805, 0.6783513026084627]",6.742011201554607
"[1.5000397354978292, 1.0684245285857181]","[0.7499569730010949, 0.7145157826047416]",7.169411979868179
"[1.18588047013885, 1.430698276026703]","[0.20025687705765569, 0.21978569625564628]",8.965150023097232
"[1.45900091254553, 1.3259785209070434]","[0.6588224834104721, 0.5517756226214866]",8.068304519062993
"[0.8717212047798706, 1.1589929654459643]","[0.14745673626308847, 0.34708466584254805]",8.975703834718356
"[0.816531063568158, 0.75568039505268]","[0.09971962266800034, 0.6472498498116629]",7.845254494593627
"[0.3226500563146274, 0.3835007248301054]","[0.5365865410230495, 0.7297048642031787]",7.214121585963199
"[0.6693573536702577, 0.2759507060585629]","[0.22195556505542302, 0.6552060354108442]",5.858737660403213
"[0.44152112969370066, 1.0146495191999467]","[0.6255511618138955, 0.24148438425341362]",10.296919839802134
"[1.1349357244049614, 0.8052100089606272]","[0.09899633306807476, 0.3955450690375617]",8.339244160770633
"[1.2325798203949143, 1.0471975511965979]","[0.328279136244483, 0.5069316674261007]",8.168839329493911
"[1.1943712610944979, 0.47123889803846897]","[0.3384051906434411, 0.1373306818641304]",8.794037109492475
"[1.239655479524621, 0.31557439718492064]","[0.46425758103049164, 0.5293536450237937]",7.126903922983152
"[0.16840068728702046, 1.3514508937739877]","[0.6863074882076441, 0.18072805785966506]",9.219944969131577
"[1.2976758843882163, 0.45142705247529014]","[0.09176343706881898, 0.2805420226493949]",8.290493852333517
"[0.8306823818275715, 1.1589929654459643]","[0.6175949762147142, 0.6067456322158304]",8.049385219365966
"[0.5193533801204748, 0.6028461578510144]","[0.40133138583696637, 0.532246803423496]",7.83358172412392
"[0.8660606774761052, 0.24906320136567728]","[0.7043897282057835, 0.4874028482281101]",5.762585269481637
"[1.3344693118626916, 1.2495614023062105]","[0.5279070658239425, 0.3275558466445574]",8.540209730344468
"[0.6070915533288384, 1.5538147448836004]","[0.2689693890505856, 0.676181433808686]",7.446198921045521
"[1.174559415531319, 0.4245395477824045]","[0.1373306818641304, 0.5951729986170212]",7.947527252964676
"[1.0556883421522458, 0.6169974761104279]","[0.36516690584068745, 0.28632833944879943]",8.68796962229229
"[0.7061507811447328, 0.2759507060585629]","[0.17494174106026045, 0.574920889819105]",6.913262615047528
"[1.495794340020005, 1.4759824944568263]","[0.44400547223257547, 0.25016385945252056]",8.346913623789087
"[1.0471975511965979, 0.9976679372886506]","[0.3767395394394967, 0.23786793625378574]",9.357359538215038
"[1.146256779012492, 0.9269113459915832]","[0.37239980183994326, 0.648696429011514]",7.958846735747628
"[0.21510003754308493, 0.3735948020485159]","[0.3912053314380083, 0.5872168130178399]",7.901577075346178
"[0.6835086719296712, 1.4151318259413483]","[0.4476219202322034, 0.6175949762147142]",7.210203266420238
"[0.8547396228685744, 0.9453080597288207]","[0.6458032706118116, 0.5597318082206679]",8.845202552050845
"[0.6693573536702577, 0.8618152819982812]","[0.6458032706118116, 0.5872168130178399]",8.832671262075504
"[1.4009805076819348, 1.1717291518794364]","[0.5438194370223052, 0.35721072024150613]",8.383161874145268
"[0.5986007623731904, 0.43869086604181795]","[0.3275558466445574, 0.2884982082485762]",9.340431528988429
"[0.7769073724418002, 0.2957625516217418]","[0.1337142338645025, 0.15107318426271638]",9.945703791922272
"[1.1957863929204393, 1.2000317883982634]","[0.2848817602489483, 0.2161692482560184]",8.970755621514751
"[0.5462408848133604, 0.4160487568267564]","[0.5590085186207424, 0.7716556609988623]",7.34740637690717
"[0.34670729735563033, 0.5519014121171258]","[0.7253651266036253, 0.18579108505914413]",9.128295900989674
"[0.3835007248301054, 1.376923266640932]","[0.6168716866147885, 0.6819677506080906]",6.677935892553497
"[0.2080243784133782, 1.1038028242342517]","[0.37529296023964553, 0.3774628290394223]",9.683984077629914
"[1.324563389081102, 0.45142705247529014]","[0.7586364482002018, 0.6472498498116629]",6.257404490333965
"[1.45900091254553, 0.6184126079363692]","[0.708729465805337, 0.5879401026177654]",6.724114310338622
"[1.1632383609237884, 1.3132423344735713]","[0.15179647386264195, 0.6450799810118861]",8.024273600474665
"[1.543908822102011, 0.5943553668953663]","[0.09610317466837245, 0.12069502106584211]",8.198944744882764
"[0.88162712756146, 0.44152112969370066]","[0.6009593154164259, 0.36516690584068745]",7.157141126894129
"[0.3849158566560468, 1.2665429842175067]","[0.6732882754089836, 0.30658044824671565]",9.657781822834519
"[0.4556724479531142, 1.0712547922376006]","[0.3658901954406131, 0.24365425305319036]",10.58090633718216
"[1.548154217579835, 0.4188790204786391]","[0.6465265602117373, 0.3347887426438132]",7.75287596139695
"[0.3905763839598121, 0.3849158566560468]","[0.5452660162221564, 0.10912238746703286]",9.325769849261206
"[1.2962607525622751, 1.174559415531319]","[0.2226788546553486, 0.4743836354294497]",8.178127538909834
"[0.5957704987213077, 0.40048230674140156]","[0.12937449626494904, 0.634953926612928]",6.829824893580878
"[1.5608904040133071, 1.2849396979547443]","[0.3564874306415805, 0.5958962882169468]",8.173053933715128
"[1.2750337751731549, 1.1434265153606096]","[0.7571898690003507, 0.09176343706881898]",7.522778409651067
"[1.1306903289271373, 1.543908822102011]","[0.22991175065460437, 0.7716556609988623]",7.5661512877189026
"[0.2943474197958005, 1.0344613647631258]","[0.32900242584440853, 0.23425148825415784]",10.426019273932694
"[1.4165469577672896, 1.4604160443714715]","[0.20748977305691146, 0.5539454914212633]",8.112625123659718
"[0.4372757342158766, 1.0132343873740055]","[0.4100108610360733, 0.40711770263637104]",9.611783814890252
"[0.7429442086192078, 0.8632304138242225]","[0.18217463705951625, 0.24148438425341362]",9.66500575917652
"[0.35236782465939576, 0.8575698865204571]","[0.5713044418194771, 0.323216109045004]",10.365737637811689
"[1.2849396979547443, 1.2750337751731549]","[0.09610317466837245, 0.5821537858183609]",8.287491445169465
"[1.5637206676651898, 0.33963163822592357]","[0.3912053314380083, 0.41073415063599883]",8.15579296550435
"[0.29717768344768314, 0.88162712756146]","[0.5517756226214866, 0.21182951065646494]",10.515496006499356
"[0.9637047734660582, 0.727377758533853]","[0.5741976002191794, 0.6957102530066765]",7.8741135444701165
"[0.8420034364351022, 1.1264449334493132]","[0.5546687810211889, 0.3116434754461947]",9.754916705824932
"[0.9056843686024629, 0.9198356868618764]","[0.55611536022104, 0.7528501314007973]",7.421646268024137
"[1.4759824944568263, 0.19811845563178876]","[0.31525992344582254, 0.6877540674074952]",8.152578539705
"[0.9764409598995304, 0.8703060729539293]","[0.17711160986003718, 0.5669647042199237]",8.040983096809585
"[0.6127520806326039, 0.26745991510291484]","[0.41869033623518026, 0.22484872345512533]",8.752233022807285
"[1.3415449709923981, 0.44718165699746604]","[0.2573967554517763, 0.17638832026011161]",8.451423483235178
"[0.5490711484652431, 0.6113369488066625]","[0.3818025666389757, 0.29066807704835296]",9.704063383112775
"[1.3457903664702222, 1.0613488694560114]","[0.7376610498023601, 0.25812004505170194]",7.794116100772721
"[0.5759586531581288, 1.2382403476986799]","[0.09971962266800034, 0.6371237954127047]",8.147901317524948
"[0.7146415721003809, 0.9453080597288207]","[0.4693206082299707, 0.4982521922269938]",8.832144022412468
"[0.3000079470995658, 1.1872956019647913]","[0.40711770263637104, 0.6125319490152351]",7.510612867516672
"[0.6169974761104279, 0.9339870051212898]","[0.5293536450237937, 0.5380331202229006]",8.717122117266744
"[0.7401139449673252, 0.25896912414726675]","[0.5083782466259519, 0.1467334466631629]",8.200650070717682
"[1.3075818071698058, 0.5476560166393019]","[0.07657435547038186, 0.5199508802247611]",8.198621390720067
"[0.4217092841305218, 0.6410547171514308]","[0.5575619394208912, 0.4230300738347337]",9.411861788168158
"[1.2962607525622751, 1.2495614023062105]","[0.2653529410509577, 0.09393330586859572]",8.835260856698174
"[0.6226580034141933, 0.37925532935228135]","[0.44689863063227775, 0.18072805785966506]",9.166542555913834
"[0.5094474573388854, 0.43020007508616986]","[0.3666134850405386, 0.7441706562016903]",5.906691448317067
"[1.389659453074404, 0.3254803199665101]","[0.6284443202135979, 0.5676879938198492]",7.131744344684201
"[1.0811607150191902, 1.324563389081102]","[0.7781652673981925, 0.15179647386264195]",7.350123963152535
"[0.6820935401037299, 1.376923266640932]","[0.4989754818269194, 0.5915565506173933]",7.453993859850886
"[1.0910666378007794, 1.0188949146777708]","[0.388312173038306, 0.6790745922083883]",7.792505992218775
"[0.6453001126292548, 1.1547475699681402]","[0.6689485378094302, 0.2530570178522229]",9.622062496736014
"[1.5637206676651898, 1.2962607525622751]","[0.7752721089984902, 0.12648133786524673]",8.058221048106084
"[0.6934145947112607, 1.4476798579379992]","[0.48957271702788685, 0.6219347138142676]",7.0841782331162975
"[0.8264369863497474, 0.4839750844719411]","[0.29066807704835296, 0.578537337818733]",6.990005760229807
"[0.6113369488066625, 0.5052020618610613]","[0.6920938050070486, 0.2986242626475343]",8.235427297258202
"[1.340129839166457, 0.2023638511096128]","[0.35793400984143164, 0.45051507863190565]",7.655692777416604
"[0.22076056484685033, 0.7401139449673252]","[0.31525992344582254, 0.14818002586301407]",10.406610644275267
"[1.031631101111243, 1.4108864304635242]","[0.6855841986077185, 0.5915565506173933]",7.9668830845760725
"[0.6863389355815539, 1.1731442837053778]","[0.684860909007793, 0.6255511618138955]",7.789829089195512
"[0.8604001501723397, 0.5405803575095951]","[0.07946751387008416, 0.4881261378280357]",8.328968616529007
"[0.5476560166393019, 0.8787968639095773]","[0.3275558466445574, 0.5937264194171701]",7.543001375932594
"[0.536334962031771, 1.3755081348149905]","[0.27981873304946925, 0.2154459586560928]",10.385132159940468
"[0.3339711109221582, 1.2580521932618587]","[0.48667955862818457, 0.1503498946627908]",10.38433516611588
"[0.6566211672367857, 1.4490949897639407]","[0.6732882754089836, 0.3080270274465668]",8.65404417540813
"[0.5377500938577123, 1.1561627017940816]","[0.3449147970427713, 0.6284443202135979]",7.3411128179206715
"[0.592940235069425, 0.7769073724418002]","[0.1373306818641304, 0.27547899544991583]",9.615978754394726
"[0.6919994628853193, 1.3457903664702222]","[0.09682646426829802, 0.5930031298172445]",8.292027231092492
"[1.344375234644281, 1.5297575038425975]","[0.4382191554331708, 0.18434450585929296]",8.636657521674822
"[1.2863548297806857, 1.5368331629723042]","[0.602405894616277, 0.2653529410509577]",8.36032124165872
"[1.4604160443714715, 0.4967112709054132]","[0.4490684994320545, 0.10622922906733054]",8.244716774931547
"[0.4146336250008151, 1.088236374148897]","[0.3846957250386781, 0.648696429011514]",7.054238902921246
"[0.9170054232099937, 1.18588047013885]","[0.3015174210472366, 0.6038524738161282]",7.792586722128075
"[0.6311487943698413, 1.4123015622894657]","[0.4982521922269938, 0.5459893058220819]",7.885208020634756
"[0.8320975136535128, 0.9269113459915832]","[0.4591945538310126, 0.6147018178150119]",7.995477176193288
"[0.31557439718492064, 1.3981502440300522]","[0.7217486786039974, 0.11924844186599096]",8.687348691143084
"[0.950968587032586, 0.21226977389120225]","[0.16192252826160003, 0.1734951618604093]",9.589028631909862
"[1.0712547922376006, 0.35236782465939576]","[0.5901099714175422, 0.4136273090357012]",6.5158781635950564
"[0.3849158566560468, 1.1363508562309028]","[0.36227374744098517, 0.3015174210472366]",10.278216902450584
"[0.20519411476149552, 1.2255041612652076]","[0.6841376194078673, 0.18796095385892087]",9.593339776178121
"[0.7188869675782049, 1.1830502064869672]","[0.7101760450051882, 0.46859731863004506]",9.076686762982757
"[0.6438849808033135, 0.8504942273907503]","[0.34780795544247356, 0.4317095490338406]",8.97162926716058
"[0.8660606774761052, 0.6934145947112607]","[0.26390636185110655, 0.4736603458295242]",8.201088774764791
"[0.6353941898476654, 0.9990830691145919]","[0.760083027400053, 0.6978801218064533]",7.607692928972166
"[0.20660924658743685, 0.2943474197958005]","[0.43315612823369176, 0.19519384985817664]",9.752415487128934
"[1.5325877674944803, 1.328808784558926]","[0.4194136258351058, 0.3492545346423247]",8.19177785911879
"[0.4599178434309382, 0.5023717982091787]","[0.14239370906360943, 0.7448939458016158]",5.858016335021606
"[0.7358685494895011, 0.8037948771346859]","[0.42953968023406386, 0.1337142338645025]",10.070386745907472
"[0.9240810823397004, 1.267958116043448]","[0.6682252482095046, 0.4483452098321289]",8.853125800846852
"[1.1929561292685567, 1.18588047013885]","[0.2884982082485762, 0.4056711234365198]",8.467997540596677
"[1.4731522308049436, 0.6141672124585451]","[0.7318747330029555, 0.2226788546553486]",7.42643035459292
"[0.844833700086985, 1.2821094343028616]","[0.17638832026011161, 0.355764141041655]",9.12511308073506
"[1.393904848552228, 0.9042692367765216]","[0.5445427266222308, 0.08670040986933994]",8.31878344673389
"[1.1957863929204393, 1.0047435964183573]","[0.18217463705951625, 0.7405542082020624]",7.879846360619655
"[1.433528539678586, 0.6778481446259058]","[0.21399937945624167, 0.6002360258165003]",8.060657756413766
"[0.7953040861790378, 0.3424619018778063]","[0.6646088002098767, 0.39771493783733847]",6.412782602220759
"[1.116539010667724, 1.3075818071698058]","[0.1373306818641304, 0.6212114242143421]",8.099946433034427
"[1.267958116043448, 0.3226500563146274]","[0.4165204674354035, 0.09321001626867015]",8.512672398501952
"[0.7825678997455656, 1.057103473978187]","[0.3774628290394223, 0.6262744514138211]",7.591298471881278
"[0.42029415230458045, 0.48255995264599977]","[0.2487172802526694, 0.4049478338365943]",9.153754630012546
"[0.50378693003512, 1.2835245661288028]","[0.2161692482560184, 0.6993267010063045]",7.429720141749685
"[0.3905763839598121, 0.8575698865204571]","[0.29356123544805524, 0.1872376642589953]",10.574314273304738
"[0.48114482082005844, 1.1306903289271373]","[0.46498087063041726, 0.41145744023592445]",9.614231858932632
"[0.8434185682610436, 1.1533324381421988]","[0.24727070105281826, 0.3449147970427713]",9.349605703409678
"[1.174559415531319, 0.9778560917254717]","[0.7709323713989367, 0.17928147865981392]",7.460002409624515
"[1.4773976262827677, 0.2533085968435014]","[0.11997173146591653, 0.6544827458109186]",8.342838299577817
"[0.18255200554643392, 1.1207844061455479]","[0.3456380866426969, 0.5626249666203702]",8.103597830146352
"[1.4575857807195887, 0.7160567039263223]","[0.3738463810397944, 0.323216109045004]",8.090577690083439
"[0.638224453499548, 0.8349277773053955]","[0.08236067226978647, 0.4056711234365198]",8.754670579090762
"[1.5382482947982457, 0.7570955268786214]","[0.5626249666203702, 0.7405542082020624]",7.948435773853777
"[0.2731204424066802, 0.3849158566560468]","[0.48306311062855667, 0.26969267865051116]",9.617228478490102
"[0.345292165529689, 1.320317993603278]","[0.1959171394581022, 0.5611783874205191]",8.259795798863726
"[0.2731204424066802, 1.2891850934325684]","[0.5170577218250588, 0.49608232342721703]",8.67881699293656
"[0.6141672124585451, 0.26604478327697345]","[0.23063504025452997, 0.7636994753996809]",5.0702826599755975
"[0.36510401109286783, 0.9170054232099937]","[0.4121807298358501, 0.14528686746331176]",10.649077211393838
"[0.7726619769639762, 1.2906002252585096]","[0.2812653122493204, 0.19230069145847434]",10.248699157111957
"[0.938232400599114, 1.340129839166457]","[0.6277210306136722, 0.689923936207272]",7.1358735478275515
"[0.5603922030727739, 0.43020007508616986]","[0.44617534103235224, 0.42592323223443596]",7.9153429045233095
"[0.8434185682610436, 0.3919915157857535]","[0.09682646426829802, 0.1047826498674794]",9.498026214729611
"[1.2198436339614422, 0.6297336625439001]","[0.5517756226214866, 0.5380331202229006]",7.776820555984413
"[0.7118113084484982, 0.8660606774761052]","[0.26607623065088326, 0.6696718274093557]",7.1630398440376295
"[0.7684165814861521, 0.5943553668953663]","[0.6653320898098023, 0.46498087063041726]",8.4558293774899
"[0.3368013745740409, 1.5297575038425975]","[0.6624389314101, 0.783951584197597]",6.5680913376245655
"[1.3627719483815184, 1.0556883421522458]","[0.36878335384031535, 0.6168716866147885]",8.057739880516001
"[1.4434344624601754, 0.5250139074242401]","[0.5025919298265473, 0.4353259970334685]",7.9358676999703786
"[1.1476719108384335, 1.1872956019647913]","[0.5922798402173189, 0.3658901954406131]",8.877958610934938
"[1.3061666753438645, 0.4839750844719411]","[0.10188949146777708, 0.32610926744470625]",8.245947733635173
"[1.381168662118756, 1.1264449334493132]","[0.611085369815384, 0.6356772162128536]",7.862080182739624
"[1.2891850934325684, 1.45900091254553]","[0.2588433346516275, 0.3875888834383804]",8.408476442247958
"[0.33963163822592357, 1.0868212423229555]","[0.46498087063041726, 0.1959171394581022]",10.619989842595698
"[0.4033125703932843, 0.8009646134828031]","[0.16481568666130236, 0.07440448667060512]",9.948890429246736
"[1.5665509313170727, 1.0033284645924159]","[0.34780795544247356, 0.6175949762147142]",8.161157530989021
"[0.2872717606660937, 0.8306823818275715]","[0.328279136244483, 0.5163344322251333]",8.487444070530684
"[1.446264726112058, 0.8674758093020465]","[0.4049478338365943, 0.7391076290022113]",8.257386634607146
